387	飯店和溪水只隔一個牆而已
388	null
389	null
390	null
391	null
392	null
393	null
394	null
395	null
396	null
397	null
398	null
399	null
400	null
401	null
402	null
403	null
404	null
405	null
406	null
407	null
408	null
409	null
410	null
411	null
412	null
413	靜岡採茶ing
414	null
415	颱風天坐飛機到花蓮看瘋狗浪
416	早上考試中午趕場
417	null
418	null
419	null
420	媽媽母親節快樂，媽媽說，他要把店裡的魚通通吃掉！
421	難得一起憂國憂民之牛肉蛤仔好好吃，但烤魚失敗T.T
422	null
423	Do you hear the people sing live.
424	今天是個聖誕教練來帶團！
425	身體健康，早日康復！
426	微冷的天氣，悠閒的早晨
427	恭喜Lulu Gu，百年好合！
428	嘿嘿，公司請的，菜色少，但不錯吃
429	12年前，我們相識於高中的管樂社，今天我們以當時純真, 無邪, 單純, 無心機的心，好好享受返老
